     Bill.Doc.,DocumentNo,POS Invoice No.,Pstng Date,Doc. Date,Code,Bill Type,Amount in local cur.,BusA,Type,Assignment,St, Item,Itm,Purch.Doc.,         Quantity, Period,PK,LCurr,Tx,Clrng doc.,Reference,Account,S,Cost Ctr,CoCd,Disc.2,D/C,Text,Customer,User name,Offst.acct,Vendor,Year/month,O,Site,AccTy
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-11.45,,RV,20250215,,,119,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,121,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,123,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-22.9,,RV,20250215,,,125,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-34.35,,RV,20250215,,,127,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-22.9,,RV,20250215,,,129,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,131,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,133,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-22.9,,RV,20250215,,,135,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-11.45,,RV,20250215,,,137,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-22.9,,RV,20250215,,,139,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-11.45,,RV,20250215,,,141,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-11.45,,RV,20250215,,,143,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-11.45,,RV,20250215,,,145,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-11.45,,RV,20250215,,,147,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,149,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-22.9,,RV,20250215,,,151,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-62.25,,RV,20250215,,,153,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,155,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-12.45,,RV,20250215,,,157,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-11.95,,RV,20250215,,,159,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-13.95,,RV,20250215,,,161,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-10.95,,RV,20250215,,,163,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-21.9,,RV,20250215,,,165,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-10.95,,RV,20250215,,,167,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-32.85,,RV,20250215,,,169,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-27.9,,RV,20250215,,,171,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-27.9,,RV,20250215,,,173,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,175,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,177,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,179,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-22.9,,RV,20250215,,,181,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-22.9,,RV,20250215,,,183,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-13.95,,RV,20250215,,,185,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-27.9,,RV,20250215,,,187,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-13.45,,RV,20250215,,,189,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-13.95,,RV,20250215,,,191,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-13.95,,RV,20250215,,,193,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-13.95,,RV,20250215,,,195,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,197,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,199,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-13.45,,RV,20250215,,,201,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,203,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-37.35,,RV,20250215,,,205,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-29.85,,RV,20250215,,,207,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-9.95,,RV,20250215,,,209,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-9.95,,RV,20250215,,,211,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,213,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,215,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-29.9,,RV,20250215,,,217,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-12.45,,RV,20250215,,,219,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-12.45,,RV,20250215,,,221,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-21.9,,RV,20250215,,,223,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,225,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,227,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-27.9,,RV,20250215,,,229,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-12.45,,RV,20250215,,,231,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-12.45,,RV,20250215,,,233,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-12.45,,RV,20250215,,,235,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,237,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-13.95,,RV,20250215,,,239,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-11.45,,RV,20250215,,,241,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-12.45,,RV,20250215,,,243,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,245,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,247,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,249,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,251,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,253,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,255,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,257,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,259,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,261,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,263,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,265,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-44.9,,RV,20250215,,,267,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-22.45,,RV,20250215,,,269,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-22.45,,RV,20250215,,,271,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-44.9,,RV,20250215,,,273,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.5,,RV,20250215,,,275,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-23.95,,RV,20250215,,,277,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-23.95,,RV,20250215,,,279,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-34.9,,RV,20250215,,,281,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-47.9,,RV,20250215,,,283,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-39.9,,RV,20250215,,,285,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-39.9,,RV,20250215,,,287,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,289,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-39.9,,RV,20250215,,,291,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,293,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-39.9,,RV,20250215,,,295,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-59.85,,RV,20250215,,,297,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-39.9,,RV,20250215,,,299,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-39.9,,RV,20250215,,,301,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-22.45,,RV,20250215,,,303,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-13.45,,RV,20250215,,,305,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,307,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,309,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-27.45,,RV,20250215,,,311,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,313,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-13.45,,RV,20250215,,,315,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,317,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-39.9,,RV,20250215,,,319,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,321,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-27.45,,RV,20250215,,,323,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,325,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-22.45,,RV,20250215,,,327,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,329,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-16.45,,RV,20250215,,,331,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-24.95,,RV,20250215,,,333,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-26.9,,RV,20250215,,,335,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-13.45,,RV,20250215,,,337,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-16.45,,RV,20250215,,,339,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,341,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,343,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-24.95,,RV,20250215,,,345,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,347,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,349,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-16.45,,RV,20250215,,,351,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-28.45,,RV,20250215,,,353,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-28.45,,RV,20250215,,,355,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115581,90635750,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,357,,0,11,50,INR,2,,84115581,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-29.95,,RV,20250215,,,3,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-23.45,,RV,20250215,,,5,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-23.45,,RV,20250215,,,7,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-39.9,,RV,20250215,,,9,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,11,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,13,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
