Month,HOAD Remarks,Owned GST No,GSTIN of supplier,Trade/Legal name,Invoice number,Invoice type,Invoice Date,Invoice Value(₹),Place of supply,Supply Attract Reverse Charge,Taxable Value (₹),Integrated Tax(₹),Central Tax(₹),State/UT Tax(₹),Cess(₹),GSTR-1/IFF/GSTR-5 Period,GSTR-1/IFF/GSTR-5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date,User Remark's
24-Dec,Carry Forward,27AADCA2325A1ZF,08EWFPS9687Q2ZY,GOURI TEXTILES,009,Regular,7/20/2024,8140,Maharashtra,No,7752,387.6,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Aug 24
24-Dec,Carry Forward,27AADCA2325A1ZF,08EWFPS9687Q2ZY,GOURI TEXTILES,010,Regular,7/20/2024,10500,Maharashtra,No,10000,500,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Bill booked in Sep 24
24-Dec,Carry Forward,27AADCA2325A1ZF,08EWFPS9687Q2ZY,GOURI TEXTILES,011,Regular,7/20/2024,2100,Maharashtra,No,2000,100,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Bill booked in Sep 24
24-Dec,Carry Forward,27AADCA2325A1ZF,08EWFPS9687Q2ZY,GOURI TEXTILES,012,Regular,7/30/2024,2520,Maharashtra,No,2400,120,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Aug 24
24-Dec,Carry Forward,27AADCA2325A1ZF,08EWFPS9687Q2ZY,GOURI TEXTILES,013,Regular,8/14/2024,5040,Maharashtra,No,4800,240,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Aug 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACU4322N1Z6,UPS EXPRESS PRIVATE LIMITED,127100335822,Regular,12/11/2024,1504.81,Maharashtra,No,1275.27,0,114.77,114.77,0,Dec'24,11/1/2025,Yes,,100%,E-Invoice,d57b9c23585bcc4a9580eb688a7770f40a9ea44ee32ea9499c9b9d18b232799c,11/12/2024,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACU4322N1Z6,UPS EXPRESS PRIVATE LIMITED,127100335823,Regular,12/11/2024,1504.81,Maharashtra,No,1275.27,0,114.77,114.77,0,Dec'24,11/1/2025,Yes,,100%,E-Invoice,279b3cfa96552ac870f44c96197a94630ecadf5d40101b2f40ec8cd0d85a3ddc,11/12/2024,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACU4322N1Z6,UPS EXPRESS PRIVATE LIMITED,127100335824,Regular,12/11/2024,2316.04,Maharashtra,No,1962.74,0,176.65,176.65,0,Dec'24,11/1/2025,Yes,,100%,E-Invoice,4b0f405838bdc86d46d3d333167e640bc167248888e032342fcf0a57f1206570,11/12/2024,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACU4322N1Z6,UPS EXPRESS PRIVATE LIMITED,127100336435,Regular,12/18/2024,10829.01,Maharashtra,No,9177.13,0,825.94,825.94,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACU4322N1Z6,UPS EXPRESS PRIVATE LIMITED,127100336436,Regular,12/18/2024,8446.14,Maharashtra,No,7157.74,0,644.2,644.2,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACU4322N1Z6,UPS EXPRESS PRIVATE LIMITED,127100336437,Regular,12/18/2024,3894.56,Maharashtra,No,3300.48,0,297.04,297.04,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACU4322N1Z6,UPS EXPRESS PRIVATE LIMITED,127100336438,Regular,12/18/2024,1405.01,Maharashtra,No,1190.69,0,107.16,107.16,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACU4322N1Z6,UPS EXPRESS PRIVATE LIMITED,127100337985,Regular,12/24/2024,2014.87,Maharashtra,No,1707.51,0,153.68,153.68,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACU4322N1Z6,UPS EXPRESS PRIVATE LIMITED,127100337986,Regular,12/24/2024,1503.09,Maharashtra,No,1273.81,0,114.64,114.64,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACU4322N1Z6,UPS EXPRESS PRIVATE LIMITED,827100018977,Regular,12/18/2024,3416.1,Maharashtra,No,2895,0,260.55,260.55,0,Dec'24,11/1/2025,Yes,,100%,E-Invoice,5d6d080d0f3ca39ec6ee020cc9fb8a84a281473fc0c8cb0c49f56c76d49cf41c,19/12/2024,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACU4322N1Z6,UPS EXPRESS PRIVATE LIMITED,827100019130,Regular,12/27/2024,4956,Maharashtra,No,4200,0,378,378,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,09AHWPS3292D1ZP,BHAGWAN HANDLOOM HOUSE,INV/24-25/4103,Regular,12/26/2024,127344,Maharashtra,No,121280,6064,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,09AHWPS3292D1ZP,BHAGWAN HANDLOOM HOUSE,INV/24-25/4132,Regular,12/27/2024,23142,Maharashtra,No,22040,1102,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,09AABCI2726B1Z0,M/S  INTERGLOBE AVIATION LIMTED,UP1242512AX17044,Regular,12/17/2024,27206,Maharashtra,No,25910,1296,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACB2894G1ZN,BHARTI AIRTEL LIMITED,BM2527I015156081,Regular,12/21/2024,96222.98,Maharashtra,No,81544.9,0,7339.04,7339.04,0,Dec'24,12/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACB2894G1ZN,BHARTI AIRTEL LIMITED,HF2527I001733913,Regular,12/6/2024,588.82,Maharashtra,No,499,0,44.91,44.91,0,Dec'24,12/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,29AANCA2943E1ZL,AIROWIRE NETWORKS PRIVATE LIMITED,AWINV24252574,Regular,12/6/2024,142397,Maharashtra,No,120675,21721.5,0,0,0,Dec'24,12/1/2025,Yes,,100%,E-Invoice,0e5e4bde977427f6ce536a61d18dbf4c52b4829cfdcc66c49e727dc60f0357ef,6/12/2024,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,27CWOPP5579B1ZZ,SAIBABA TRADERS,2221,Regular,12/26/2024,9558,Maharashtra,No,8100,0,729,729,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCI2726B1Z2,INTERGLOBE AVIATION LIMITED,MH1242512DO88958,Regular,12/17/2024,16834,Maharashtra,No,16032,0,401,401,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCI2726B1Z2,INTERGLOBE AVIATION LIMITED,MH1242512DP00519,Regular,12/17/2024,16602,Maharashtra,No,15812,0,395,395,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCI2726B1Z2,INTERGLOBE AVIATION LIMITED,MH1242512DQ79164,Regular,12/22/2024,15278,Maharashtra,No,14550,0,364,364,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCI2726B1Z2,INTERGLOBE AVIATION LIMITED,MH1242512DR47653,Regular,12/24/2024,2998,Maharashtra,No,2856,0,71,71,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCI2726B1Z2,INTERGLOBE AVIATION LIMITED,MH1242512DT06951,Regular,12/29/2024,1238,Maharashtra,No,1179,0,29.5,29.5,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AKNPA7066R1ZE,SANORA ENTERPRISE,SAL/24-25/485,Regular,12/30/2024,5686,Maharashtra,No,5025,0,330.38,330.38,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,29AAGCR4375J1ZU,RAZORPAY SOFTWARE PRIVATE LIMITED,1800741869,Regular,12/31/2024,7300.74,Maharashtra,No,6187.07,1113.67,0,0,0,Dec'24,13/01/2025,Yes,,100%,,,,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,29AAGCR4375J1ZU,RAZORPAY SOFTWARE PRIVATE LIMITED,HVXS36V2XWDP2411,Regular,12/4/2024,147440.21,Maharashtra,No,124904.84,22482.87,0,0,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27ANUPA5701F1Z4,MOSIMA ENTERPRISES,1064,Regular,12/11/2024,20160,Maharashtra,No,18000,0,1080,1080,0,Dec'24,10/1/2025,Yes,,100%,,,,Wrong Invoices uploaded in Portal
24-Dec,Carry Forward,27AADCA2325A1ZF,24AKQPV3848K1ZC,PRIYANK VYAS AND ASSOCIATES,08/2024-25,Regular,12/20/2024,5900,Maharashtra,No,5000,900,0,0,0,Dec'24,12/1/2025,Yes,,100%,,,,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000657,Regular,12/29/2024,15604.5,Maharashtra,No,15150,454.5,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAEFB1915F1ZV,BOMBAY GENERAL STORES,6274/24-25,Regular,12/26/2024,14750,Maharashtra,No,12500,0,1125,1125,0,Dec'24,13/01/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,24DUMPK0562C1ZW,KHATRI FAHD GULAMHUSEN,190/2024/25,Regular,11/19/2024,28319,Maharashtra,No,26970,1348.5,0,0,0,Nov'24,14/12/2024,Yes,,100%,,,,bill booked in Nov 24
24-Dec,Carry Forward,27AADCA2325A1ZF,24DUMPK0562C1ZW,KHATRI FAHD GULAMHUSEN,194/2024/25,Regular,11/29/2024,133245,Maharashtra,No,126900,6345,0,0,0,Nov'24,14/12/2024,Yes,,100%,,,,bill booked in Dec 24
24-Dec,Carry Forward,27AADCA2325A1ZF,24DUMPK0562C1ZW,KHATRI FAHD GULAMHUSEN,195/2024/25,Regular,11/29/2024,39690,Maharashtra,No,37800,1890,0,0,0,Nov'24,14/12/2024,Yes,,100%,,,,bill not received
24-Dec,Carry Forward,27AADCA2325A1ZF,07ADVPY6651M1ZC,Shyamji Travel House,STH1559,Regular,10/3/2024,25904,Maharashtra,No,25904,1295.2,0,0,0,Dec'24,7/1/2025,Yes,,100%,,,,Booked in Oct-24
24-Dec,Carry Forward,27AADCA2325A1ZF,09AAFCF3123R1Z9,FABLIN INDIA PRIVATE LIMITED,31002425197,Regular,12/28/2024,11954,Maharashtra,No,11384.5,569.23,0,0,0,Dec'24,4/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,09AAFCF3123R1Z9,FABLIN INDIA PRIVATE LIMITED,31002425198,Regular,12/28/2024,67370.63,Maharashtra,No,64162.5,3208.13,0,0,0,Dec'24,4/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,09AAFCF3123R1Z9,FABLIN INDIA PRIVATE LIMITED,31002425200,Regular,12/30/2024,7161,Maharashtra,No,6820,341,0,0,0,Dec'24,4/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27BYEPK7697E1ZY,VISIO,051/24,Regular,12/2/2024,41300,Maharashtra,No,35000,0,3150,3150,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,09AAIFM9393C1ZW,HAJI KASIM HAJI MOHD ISHAQUE,2024-25/450,Regular,12/26/2024,46988,Maharashtra,No,44750,2237.5,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,09AAIFM9393C1ZW,HAJI KASIM HAJI MOHD ISHAQUE,2024-25/455,Regular,12/31/2024,77805,Maharashtra,No,74100,3705,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,24AARFV4658A1Z0,VARDHAMAN FABRICS,2373,Regular,12/16/2024,1050,Maharashtra,No,1000,50,0,0,0,Dec'24,8/1/2025,Yes,,100%,E-Invoice,d368b3f353debbde6f7f0c2bc445c7e8c5e1514da612e0f2647221cd078959a9,16/12/2024,bill not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,160,Regular,11/1/2024,315,Maharashtra,No,300,0,7.5,7.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Aug 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,266,Regular,10/1/2024,1260,Maharashtra,No,1200,0,30,30,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,374,Regular,11/1/2024,21000,Maharashtra,No,20000,0,500,500,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,379,Regular,10/1/2024,66150,Maharashtra,No,63000,0,1575,1575,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,380,Regular,10/1/2024,1680,Maharashtra,No,1600,0,40,40,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,381,Regular,10/1/2024,11760,Maharashtra,No,11200,0,280,280,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,382,Regular,10/2/2024,1260,Maharashtra,No,1200,0,30,30,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,383,Regular,10/2/2024,3150,Maharashtra,No,3000,0,75,75,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,384,Regular,10/3/2024,4725,Maharashtra,No,4500,0,112.5,112.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,385,Regular,10/3/2024,13230,Maharashtra,No,12600,0,315,315,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,386,Regular,10/3/2024,7980,Maharashtra,No,7600,0,190,190,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,387,Regular,10/3/2024,5985,Maharashtra,No,5700,0,142.5,142.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,388,Regular,10/3/2024,5985,Maharashtra,No,5700,0,142.5,142.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,389,Regular,10/3/2024,2389,Maharashtra,No,2275,0,56.88,56.88,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,390,Regular,10/4/2024,2940,Maharashtra,No,2800,0,70,70,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,391,Regular,10/4/2024,3675,Maharashtra,No,3500,0,87.5,87.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,392,Regular,10/5/2024,34125,Maharashtra,No,32500,0,812.5,812.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,393,Regular,10/5/2024,6563,Maharashtra,No,6250,0,156.25,156.25,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,394,Regular,10/5/2024,1050,Maharashtra,No,1000,0,25,25,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,395,Regular,10/7/2024,4410,Maharashtra,No,4200,0,105,105,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,396,Regular,10/7/2024,4620,Maharashtra,No,4400,0,110,110,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,397,Regular,10/7/2024,3675,Maharashtra,No,3500,0,87.5,87.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,398,Regular,10/7/2024,4200,Maharashtra,No,4000,0,100,100,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,399,Regular,10/7/2024,3675,Maharashtra,No,3500,0,87.5,87.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,400,Regular,10/8/2024,25200,Maharashtra,No,24000,0,600,600,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,401,Regular,10/8/2024,21000,Maharashtra,No,20000,0,500,500,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,402,Regular,10/8/2024,11025,Maharashtra,No,10500,0,262.5,262.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,403,Regular,10/8/2024,3150,Maharashtra,No,3000,0,75,75,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,404,Regular,10/9/2024,27300,Maharashtra,No,26000,0,650,650,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,405,Regular,10/11/2024,3990,Maharashtra,No,3800,0,95,95,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,406,Regular,10/11/2024,2730,Maharashtra,No,2600,0,65,65,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,407,Regular,10/12/2024,27300,Maharashtra,No,26000,0,650,650,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,408,Regular,10/12/2024,15540,Maharashtra,No,14800,0,370,370,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,409,Regular,10/14/2024,7140,Maharashtra,No,6800,0,170,170,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,410,Regular,10/14/2024,945,Maharashtra,No,900,0,22.5,22.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,411,Regular,10/15/2024,5250,Maharashtra,No,5000,0,125,125,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,412,Regular,10/15/2024,3990,Maharashtra,No,3800,0,95,95,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,414,Regular,10/16/2024,4200,Maharashtra,No,4000,0,100,100,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,415,Regular,10/16/2024,3360,Maharashtra,No,3200,0,80,80,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,416,Regular,10/16/2024,59850,Maharashtra,No,57000,0,1425,1425,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,417,Regular,10/17/2024,3518,Maharashtra,No,3350,0,83.75,83.75,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,418,Regular,10/18/2024,17745,Maharashtra,No,16900,0,422.5,422.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,419,Regular,10/18/2024,11603,Maharashtra,No,11050,0,276.25,276.25,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,420,Regular,10/18/2024,47250,Maharashtra,No,45000,0,1125,1125,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,421,Regular,10/18/2024,5460,Maharashtra,No,5200,0,130,130,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,422,Regular,10/18/2024,1470,Maharashtra,No,1400,0,35,35,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,423,Regular,10/19/2024,2384,Maharashtra,No,2270,0,56.75,56.75,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,426,Regular,10/19/2024,3150,Maharashtra,No,3000,0,75,75,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,427,Regular,10/21/2024,12495,Maharashtra,No,11900,0,297.5,297.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,428,Regular,10/21/2024,19110,Maharashtra,No,18200,0,455,455,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,429,Regular,10/21/2024,3780,Maharashtra,No,3600,0,90,90,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,430,Regular,10/21/2024,3780,Maharashtra,No,3600,0,90,90,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,431,Regular,10/21/2024,8463,Maharashtra,No,8060,0,201.5,201.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,432,Regular,10/21/2024,1050,Maharashtra,No,1000,0,25,25,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,433,Regular,10/21/2024,2100,Maharashtra,No,2000,0,50,50,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
